249180010,PSZCZYNA,2010,05,01,15.6,,.0,8,.7,,7.3,
249180010,PSZCZYNA,2010,05,02,13.8,,.0,8,.7,,7.7,
249180010,PSZCZYNA,2010,05,03,14.5,,.0,8,.7,,8.0,
249180010,PSZCZYNA,2010,05,04,11.3,,.0,8,.3,,8.0,
249180010,PSZCZYNA,2010,05,05,8.2,,.0,8,1.0,,8.0,
249180010,PSZCZYNA,2010,05,06,12.3,,.0,8,1.0,,8.0,
249180010,PSZCZYNA,2010,05,07,13.8,,.0,8,1.0,,5.3,
249180010,PSZCZYNA,2010,05,08,11.5,,.0,8,.0,,4.7,
249180010,PSZCZYNA,2010,05,09,11.7,,.0,8,1.0,,7.3,
249180010,PSZCZYNA,2010,05,10,12.2,,.0,8,.3,,7.3,
249180010,PSZCZYNA,2010,05,11,14.8,,.0,8,.0,,5.7,
249180010,PSZCZYNA,2010,05,12,15.3,,.0,8,.0,,7.7,
249180010,PSZCZYNA,2010,05,13,13.5,,.0,8,.0,,7.7,
249180010,PSZCZYNA,2010,05,14,10.1,,.0,8,.3,,8.0,
249180010,PSZCZYNA,2010,05,15,9.9,,.0,8,.3,,7.3,
249180010,PSZCZYNA,2010,05,16,6.9,,.0,8,2.7,,8.0,
249180010,PSZCZYNA,2010,05,17,6.6,,.0,8,2.0,,8.0,
249180010,PSZCZYNA,2010,05,18,6.6,,.0,8,2.3,,8.0,
249180010,PSZCZYNA,2010,05,19,7.4,,.0,8,.7,,8.0,
249180010,PSZCZYNA,2010,05,20,10.7,,.0,8,.0,,8.0,
249180010,PSZCZYNA,2010,05,21,14.1,,.0,8,.3,,7.3,
249180010,PSZCZYNA,2010,05,22,15.1,,.0,8,.3,,8.0,
249180010,PSZCZYNA,2010,05,23,14.3,,.0,8,.3,,5.0,
249180010,PSZCZYNA,2010,05,24,15.1,,.0,8,1.0,,7.7,
249180010,PSZCZYNA,2010,05,25,14.2,,.0,8,1.3,,5.0,
249180010,PSZCZYNA,2010,05,26,10.9,,.0,8,.0,,7.0,
249180010,PSZCZYNA,2010,05,27,13.8,,.0,8,.7,,7.3,
249180010,PSZCZYNA,2010,05,28,15.1,,.0,8,.3,,1.7,
249180010,PSZCZYNA,2010,05,29,15.4,,.0,8,1.0,,5.7,
249180010,PSZCZYNA,2010,05,30,15.7,,.0,8,.3,,7.3,
249180010,PSZCZYNA,2010,05,31,13.0,,.0,8,2.0,,7.7,
249180130,CIESZYN,2010,05,01,16.4,,87.0,,1.0,,7.0,
249180130,CIESZYN,2010,05,02,13.7,,88.3,,1.0,,7.7,
